Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Years_Established,NewTargetwithLOG
17.1,0,0.112402118,9,112.986,1998,0,2,0,26,4.72903248320905
5.19,0,0.042861968,5,196.811,2007,0,1,1,17,8.224648381665048
12.857645184135976,0,0.03627089,1,85.9566,1985,2,0,0,39,5.130568313177324
5.885,1,0.092771309,3,54.1982,1997,2,0,1,27,6.9071208777922495
12.857645184135976,0,0.058198141,8,110.4544,1985,1,2,3,39,8.354784185288432
11.0,0,0.054928641,8,101.7358,2004,2,1,1,20,7.318564084075922
13.5,0,0.05510153,8,37.0874,2002,0,1,1,22,6.859362825715238
12.857645184135976,0,0.125793938,7,36.2506,1985,2,0,0,39,3.6362853139933375
12.857645184135976,0,0.077046505,14,189.453,1985,2,0,0,39,6.632017587547328
13.5,1,0.068010049,4,57.2562,2002,0,1,1,22,6.646819773352464
20.2,0,0.066132,9,187.1898,1987,0,2,1,37,8.004177437732315
15.75,0,0.054920146,0,195.8452,2004,2,1,1,20,8.49568963836567
10.6,0,0.095064731,4,232.4642,1998,0,2,0,26,6.546918257029325
15.5,1,0.15717236,13,149.1418,1999,1,0,1,25,6.377691108796431
17.0,1,0.016030344,13,228.0352,2009,1,2,2,15,7.918782353320186
9.5,1,0.104488444,3,77.896,2004,2,1,1,20,7.599601613809034
12.857645184135976,0,0.066611321,13,178.237,1985,1,2,3,39,8.217486309868432
5.88,0,0.003597678,7,153.8998,1999,1,0,1,25,7.980090735847021
13.65,1,0.012823829,13,55.5588,2007,0,1,1,17,6.820170064652077
8.38,1,0.04688734,0,107.957,1997,2,0,1,27,7.995016386063697
8.365,1,0.039925235,6,189.2188,2002,0,1,1,22,8.427279687326585
19.6,0,0.041256807,9,88.8514,1987,0,2,1,37,7.661637004728487
14.6,0,0.059611153,11,238.3538,2002,0,1,1,22,7.679336581827888
12.857645184135976,0,0.016476619,0,74.338,1985,2,0,0,39,4.986861592511149
5.46,1,0.032308482,3,185.224,2009,1,2,2,15,7.792973006789574
11.5,0,0.017678008,8,129.2626,2002,0,1,1,22,7.441387132358312
12.857645184135976,0,0.066132,6,245.0144,1985,1,2,3,39,8.066266341789255
12.857645184135976,0,0.010467749,9,162.9526,1985,2,0,0,39,6.712060295220865
16.75,0,0.105018817,13,155.263,1999,1,0,1,25,7.450714833101317
4.61,0,0.066132,7,173.8396,1997,2,0,1,27,7.107488698975198
10.6,0,0.035163639,8,84.4224,1987,0,2,1,37,6.7478494030724505
12.5,0,0.031176157,6,103.099,2009,1,2,2,15,6.582569312133347
12.857645184135976,0,0.145464606,10,105.7648,1985,1,2,3,39,7.861965878276525
18.85,0,0.141642219,3,168.1132,1997,2,0,1,27,7.96378165723354
12.857645184135976,0,0.116366304,8,158.363,1985,1,2,3,39,8.310916098324428
12.857645184135976,1,0.045068892,13,190.8872,1985,2,0,0,39,6.851646196754094
18.85,0,0.04282359,3,254.433,2009,1,2,2,15,7.625918922126408
19.6,0,0.039638705,13,166.0526,1999,1,0,1,25,8.047061361953205
7.51,0,0.104023565,13,112.4544,2002,0,1,1,22,7.607569783458211
6.675,0,0.021666335,9,33.3874,1997,2,0,1,27,7.118874021200323
17.7,1,0.135306012,15,183.7924,1999,1,0,1,25,7.705761809637424
10.5,1,0.142419608,1,161.1578,1987,0,2,1,37,7.475926252447813
20.1,1,0.054584207,6,193.382,2004,2,1,1,20,8.354157422497623
17.75,0,0.098108957,8,240.9196,2009,1,2,2,15,8.429317237150999
9.695,1,0.029223424,3,175.437,2002,0,1,1,22,8.006177216201225
8.31,1,0.116148596,13,176.0028,2009,1,2,2,15,8.395606179808688
12.1,1,0.061521569,14,55.8614,2007,0,1,1,17,7.270171191976868
10.5,1,0.066132,15,78.296,1997,2,0,1,27,7.271097546836998
15.85,0,0.043322254,15,39.6164,2002,0,1,1,22,6.9117735947266885
12.857645184135976,0,0.126585095,5,122.4098,1985,2,0,0,39,4.791731077424613
16.35,0,0.066132,9,127.902,2007,0,1,1,17,7.67347146237549
13.5,1,0.160044589,6,145.4102,2002,0,1,1,22,8.160359606323235
6.635,0,0.027222517,9,174.0396,2007,0,1,1,17,7.646485199707885
10.3,1,0.050070476,3,77.896,1997,2,0,1,27,7.153314511180615
12.857645184135976,0,0.082440705,9,61.3194,1985,1,2,3,39,7.622341100778524
16.2,0,0.063127333,3,100.47,1999,1,0,1,25,7.376458062494825
19.75,0,0.041533438,6,119.8466,2009,1,2,2,15,7.713822757899057
19.5,0,0.082483516,3,179.2002,1987,0,2,1,37,7.960534148000407
12.857645184135976,0,0.156094569,8,144.3102,1985,2,0,0,39,4.982305775975289
20.5,0,0.119848041,0,109.4596,2009,1,2,2,15,6.067124742511062
8.51,0,0.016176344,9,192.1478,2009,1,2,2,15,7.569142406324326
12.85,1,0.152001201,6,252.3382,1987,0,2,1,37,8.70882408158916
12.857645184135976,0,0.057512481,6,62.5536,1985,1,2,3,39,7.37311916122931
11.35,1,0.045073782,13,101.9016,2002,0,1,1,22,7.875211105026546
6.465,0,0.124402507,3,266.1884,1987,0,2,1,37,8.575418324997216
19.5,0,0.128405328,1,156.4314,1999,1,0,1,25,7.752322700826698
12.8,1,0.190569038,1,138.7838,1998,0,2,0,26,5.6382393601948
8.395,0,0.039572298,13,100.9042,2002,0,1,1,22,7.430393696160463
14.8,0,0.081206491,10,189.2846,2002,0,1,1,22,7.449940839254628
12.857645184135976,0,0.2047,5,76.867,1985,2,0,0,39,5.436778463190147
16.75,0,0.029785889,13,38.9822,1999,1,0,1,25,6.443360212304288
12.15,1,0.132351411,6,190.3872,2002,0,1,1,22,7.950258485422204
12.857645184135976,1,0.041370245,5,46.2376,1985,1,2,3,39,6.703113509231059
14.0,1,0.031444357,3,53.764,2007,0,1,1,17,6.683310881934879
9.195,1,0.122802943,6,100.1016,2009,1,2,2,15,7.015009839803435
10.3,0,0.027292686,6,101.2042,1987,0,2,1,37,5.983474713224138
12.857645184135976,0,0.065272284,5,256.1646,1985,1,2,3,39,8.116608096650106
12.35,1,0.18614827,0,78.2328,1999,1,0,1,25,7.054874438367362
12.857645184135976,1,0.097275777,1,223.9088,1985,2,0,0,39,5.410345206121992
10.195,0,0.112859454,7,114.486,2007,0,1,1,17,7.820074936567365
9.6,0,0.066132,13,244.817,2004,2,1,1,20,8.383503157637444
13.1,0,0.020853376,4,117.4782,1987,0,2,1,37,7.553208574239323
8.775,0,0.066132,4,45.9428,1987,0,2,1,37,6.673260546081377
12.857645184135976,1,0.058142797,6,162.1552,1985,1,2,3,39,8.03484125061843
12.857645184135976,1,0.047704151,6,187.2556,1985,1,2,3,39,8.413194947444847
17.0,0,0.119285634,5,247.4434,1987,0,2,1,37,7.999719115590604
12.3,0,0.186250852,0,37.2874,1998,0,2,0,26,5.17296387214501
12.857645184135976,0,0.032731074,8,235.6906,1985,1,2,3,39,8.649023658286373
15.0,0,0.154301621,15,105.9938,2002,0,1,1,22,6.060932772263141
13.0,1,0.044976367,14,176.2054,2004,2,1,1,20,7.111298227391866
9.395,0,0.039954281,11,82.4908,2004,2,1,1,20,7.607569783458211
16.85,0,0.036383293,13,91.0488,2004,2,1,1,20,6.99079558168284
12.857645184135976,1,0.212963193,0,59.522,1985,2,0,0,39,5.702481628923153
7.855,0,0.011324862,3,189.6188,2007,0,1,1,17,7.73413250676664
9.395,0,0.045361705,13,83.825,2002,0,1,1,22,6.5009893251409245
7.72,0,0.052061483,6,76.7986,1999,1,0,1,25,7.188621325012759
8.5,0,0.098083231,3,50.3324,2002,0,1,1,22,6.514892230309916
7.075,0,0.058346939,4,142.2128,1997,2,0,1,27,8.059554907201269
11.8,1,0.093655728,13,127.1704,1997,2,0,1,27,8.007729839336683
11.1,1,0.060302689,5,175.8712,1998,0,2,0,26,5.169183149305104
11.8,0,0.066132,6,45.2402,2009,1,2,2,15,7.046216375624248
7.825,0,0.066132,9,253.4698,2007,0,1,1,17,8.831870287289817
17.1,1,0.046903482,3,142.0838,2002,0,1,1,22,7.835463937531019
6.11,1,0.152262171,14,44.4086,2002,0,1,1,22,7.056023203571235
15.1,0,0.052329172,10,243.1512,2004,2,1,1,20,8.434826892961969
8.985,0,0.183688161,6,100.27,1999,1,0,1,25,6.906454433249089
12.857645184135976,0,0.110901004,13,155.0998,1985,1,2,3,39,7.9260235145767455
17.85,1,0.020942867,10,260.2936,2004,2,1,1,20,8.33708460818903
12.3,0,0.05271592,9,189.653,2009,1,2,2,15,6.344335515095548
5.305,1,0.04710181,10,181.8608,1999,1,0,1,25,8.432510736744138
19.35,1,0.062882112,0,164.1184,2007,0,1,1,17,7.9398761363799855
12.857645184135976,0,0.10818157,4,149.605,1985,2,0,0,39,6.107946737031317
8.575,0,0.023983258,14,106.328,2009,1,2,2,15,6.865632438728833
17.75,0,0.097909084,8,242.1196,2002,0,1,1,22,8.318091602040775
12.857645184135976,0,0.077427883,5,41.8454,1985,2,0,0,39,3.73636877255032
20.35,1,0.014822802,6,234.0958,2004,2,1,1,20,7.851915542423024
14.85,1,0.009995002,13,154.463,2007,0,1,1,17,8.230873390650892
13.3,0,0.080131363,4,234.03,2009,1,2,2,15,8.341538958538411
16.1,0,0.023673342,14,189.0846,2009,1,2,2,15,8.584920772093612
8.51,0,0.066132,9,142.147,1999,1,0,1,25,7.448778724074451
15.6,1,0.099704558,4,63.1194,2007,0,1,1,17,7.170355977035467
12.857645184135976,0,0.173324207,5,39.9164,1985,2,0,0,39,3.653677056705207
14.35,1,0.090896452,5,231.2984,2004,2,1,1,20,8.703533063954744
12.857645184135976,1,0.02579577,3,88.4172,1985,2,0,0,39,4.491073846109699
12.857645184135976,0,0.19033746,13,159.4578,1985,2,0,0,39,5.0780309796494425
12.857645184135976,1,0.132630345,0,263.8568,1985,2,0,0,39,6.673260546081377
9.3,0,0.028498354,0,195.8136,1987,0,2,1,37,7.754894498215069
12.857645184135976,0,0.062294473,13,242.417,1985,2,0,0,39,6.186278580301225
8.88,0,0.086764795,7,153.8682,2004,2,1,1,20,7.511862699501028
10.195,0,0.041934387,13,44.6428,2004,2,1,1,20,6.421946117800472
10.3,1,0.050353695,3,78.696,2007,0,1,1,17,7.47176824229915
14.35,1,0.090913642,5,231.2984,1997,2,0,1,27,8.084493855548521
6.65,0,0.053506996,3,150.0734,2009,1,2,2,15,8.178459647966852
7.785,0,0.088888291,6,64.751,2002,0,1,1,22,7.091549916925769
12.857645184135976,0,0.049934854,14,95.0752,1985,1,2,3,39,7.858884211739117
5.94,1,0.029366813,1,187.7556,2004,2,1,1,20,8.230873390650892
14.35,0,0.017024598,8,109.8228,1987,0,2,1,37,7.649660813681771
6.11,1,0.151827552,14,43.0086,1987,0,2,1,37,6.195821938348124
8.645,0,0.143713508,8,96.641,2002,0,1,1,22,6.767192365915581
8.63,1,0.055084019,13,114.7518,1998,0,2,0,26,6.121191963781338
8.655,1,0.088373591,13,119.3756,2002,0,1,1,22,7.282147383023583
12.857645184135976,1,0.108568067,14,42.9112,1985,1,2,3,39,6.6965561086849
6.825,0,0.100171568,8,262.7226,1998,0,2,0,26,5.577170326845978
5.985,0,0.005661669,0,186.5924,1987,0,2,1,37,7.8599124894646835
12.857645184135976,0,0.139419417,10,66.0826,1985,2,0,0,39,5.554239385782061
6.675,0,0.021648305,9,35.6874,1987,0,2,1,37,6.859362825715238
10.65,1,0.085135953,13,232.3668,1997,2,0,1,27,8.212261543456293
12.857645184135976,1,0.160722863,6,65.7168,1985,1,2,3,39,7.712930299116038
7.285,0,0.050065211,4,157.4288,2002,0,1,1,22,7.6220152086459345
20.0,1,0.028282832,6,46.2744,2007,0,1,1,17,6.99079558168284
12.85,1,0.152364317,6,254.0382,1999,1,0,1,25,7.1402081636753145
12.857645184135976,0,0.184035253,4,42.2138,1985,2,0,0,39,3.704107910332098
18.2,0,0.162147349,6,37.719,2009,1,2,2,15,6.3086174324934685
17.35,0,0.168329848,9,176.7712,2007,0,1,1,17,7.941771871544885
17.35,0,0.280164929,9,177.5712,1998,0,2,0,26,6.267795437973214
12.1,1,0.061299601,14,56.2614,2002,0,1,1,22,6.314659746949431
12.857645184135976,0,0.056685383,6,178.437,1985,1,2,3,39,8.063335630041175
5.655,0,0.066132,14,147.5102,1997,2,0,1,27,7.061747317655124
16.0,0,0.090153756,4,143.2154,2002,0,1,1,22,7.257111304862258
8.39,0,0.120474481,9,165.5868,2004,2,1,1,20,7.583472231879151
12.857645184135976,1,0.107110465,2,55.5588,1985,2,0,0,39,5.433875703532186
10.0,0,0.073493831,8,118.344,1999,1,0,1,25,7.494241098151208
5.98,0,0.043740308,6,145.3418,2009,1,2,2,15,7.763985469916322
9.0,0,0.086088353,13,168.7816,1999,1,0,1,25,8.118395407224202
12.857645184135976,0,0.01583438,1,228.5668,1985,1,2,3,39,8.07873015083177
12.857645184135976,0,0.013066448,9,140.9154,1985,1,2,3,39,7.662576412970423
6.695,0,0.03408026,5,220.8456,2009,1,2,2,15,8.533863231004426
5.34,1,0.005962753,13,102.4358,2004,2,1,1,20,7.606246156527702
12.65,0,0.066132,10,107.8938,1997,2,0,1,27,6.620548560198563
5.32,0,0.092865746,8,100.6674,2004,2,1,1,20,7.881768505572705
13.65,1,0.072898645,5,198.1426,2004,2,1,1,20,7.5895512779555325
20.75,0,0.108879177,13,161.5578,1999,1,0,1,25,5.771178160209388
13.1,0,0.075563757,4,168.1158,2004,2,1,1,20,7.603593635078572
17.0,0,0.052209303,8,122.373,1997,2,0,1,27,7.858112308960536
16.2,0,0.050545502,9,191.6162,2009,1,2,2,15,7.456885311607439
12.857645184135976,1,0.127108578,4,120.744,1985,1,2,3,39,7.921685112978148
19.85,0,0.054025644,12,197.2768,1997,2,0,1,27,8.780101061949328
18.35,0,0.148938624,9,191.9504,1998,0,2,0,26,6.642488887414624
6.655,0,0.016958832,6,210.0586,1997,2,0,1,27,8.347868093590058
10.895,1,0.032427039,5,147.7102,1987,0,2,1,37,7.061747317655124
20.1,0,0.074778547,4,110.7228,2002,0,1,1,22,7.413272035617541
5.44,1,0.017047751,0,174.637,1987,0,2,1,37,8.006177216201225
16.25,1,0.049074897,6,154.2682,2002,0,1,1,22,8.117998503071343
6.76,1,0.02914662,6,79.296,2007,0,1,1,17,7.019783118556092
9.21,0,0.008782561,6,119.8414,2002,0,1,1,22,7.200615471798579
14.0,0,0.041355366,15,182.0634,1999,1,0,1,25,8.421581666211948
10.5,1,0.116673795,0,161.721,1997,2,0,1,27,8.18553471006183
17.25,0,0.03717912,14,162.5526,2004,2,1,1,20,8.686141321242875
8.39,1,0.024205661,5,114.0176,1997,2,0,1,27,7.736460796526232
10.0,0,0.089135671,8,146.9102,2004,2,1,1,20,8.073348229333604
13.8,0,0.097043739,4,57.493,2004,2,1,1,20,7.21393913299705
12.857645184135976,1,0.235183205,3,41.548,1985,2,0,0,39,4.3807257889408335
12.857645184135976,0,0.06908877,10,52.3324,1985,1,2,3,39,7.16881869771658
20.85,1,0.062321222,0,87.2514,1999,1,0,1,25,5.5821954630486506
12.857645184135976,0,0.075691713,6,98.241,1985,1,2,3,39,7.705462004508512
12.857645184135976,0,0.08918772,9,128.9678,1985,2,0,0,39,5.538654654765363
19.6,0,0.025281802,8,152.0024,2004,2,1,1,20,7.967018654279669
13.15,1,0.038029746,13,88.6856,2002,0,1,1,22,7.47176824229915
7.145,0,0.017822936,5,161.3578,2002,0,1,1,22,7.023941128704756
16.1,1,0.013584408,6,107.7596,1987,0,2,1,37,5.779442670059281
12.15,0,0.066132,9,118.515,2009,1,2,2,15,7.242926669870302
11.5,0,0.286357776,13,123.9704,1998,0,2,0,26,5.928288297656846
10.895,0,0.027047774,11,50.6666,1997,2,0,1,27,6.501988825474008
12.857645184135976,1,0.042412572,4,119.0782,1985,1,2,3,39,7.345569209461079
12.85,0,0.030591255,15,251.404,1987,0,2,1,37,7.730629876215438
11.65,0,0.019372253,7,40.6164,1997,2,0,1,27,5.733118598385043
18.2,1,0.066431507,6,250.1092,2002,0,1,1,22,8.350703187629536
19.5,0,0.015711807,9,181.8608,1987,0,2,1,37,8.304677365234253
7.96,0,0.028478742,3,161.8894,2009,1,2,2,15,7.919508833555552
12.6,1,0.021951613,6,250.9092,1987,0,2,1,37,8.46192882273976
15.6,1,0.035561344,13,112.1518,1999,1,0,1,25,7.507486324901229
9.8,0,0.047453947,0,101.7016,2007,0,1,1,17,7.325164768107274
9.0,0,0.065194971,13,177.737,1987,0,2,1,37,7.65787052193301
16.1,1,0.047792845,5,126.1362,2004,2,1,1,20,8.093077599239912
8.905,0,0.143419394,5,61.4878,2002,0,1,1,22,7.048532531842078
9.8,0,0.04714777,0,102.4016,1987,0,2,1,37,7.45032791106128
5.88,0,0.003612411,7,154.1998,2007,0,1,1,17,8.17114597260973
20.7,0,0.04903471,6,39.9506,2007,0,1,1,17,6.771779529922488
19.1,0,0.177236497,9,172.3422,2004,2,1,1,20,7.858112308960536
12.857645184135976,0,0.010615026,5,185.1898,1985,2,0,0,39,5.924735896052479
19.2,0,0.041220035,9,131.231,2004,2,1,1,20,8.198438114897739
18.0,0,0.047645037,9,172.6422,2007,0,1,1,17,7.983275451914541
6.215,1,0.049580407,0,227.4062,1987,0,2,1,37,8.554728369468387
12.857645184135976,1,0.020312314,10,98.1042,1985,1,2,3,39,7.92938486227945
8.76,0,0.050335829,8,126.2336,2007,0,1,1,17,7.24862469098494
21.25,0,0.024693927,9,144.1102,1999,1,0,1,25,7.467212425763289
9.6,0,0.085125951,0,107.128,2002,0,1,1,22,7.153314511180615
18.2,0,0.162960415,8,43.5086,1987,0,2,1,37,6.975980495897699
8.935,0,0.040245222,5,54.9298,1999,1,0,1,25,7.206559025699427
12.5,0,0.112859454,3,118.344,2007,0,1,1,17,7.676562654945163
12.5,0,0.071354774,15,125.702,1999,1,0,1,25,7.835990391873264
13.5,0,0.094603404,14,187.0872,2009,1,2,2,15,8.07542162837621
12.857645184135976,1,0.066132,5,145.2102,1985,2,0,0,39,6.080918064643398
14.7,0,0.121012632,6,49.4034,1998,0,2,0,26,5.2699878484270695
19.0,0,0.112097433,5,105.5622,1999,1,0,1,25,7.552510006275184
12.857645184135976,0,0.014522363,14,50.2324,1985,1,2,3,39,7.16881869771658
15.2,0,0.112896669,14,36.0848,1997,2,0,1,27,7.084321639693664
12.857645184135976,1,0.129425145,4,219.3482,1985,2,0,0,39,5.38929179692416
19.5,0,0.01430324,9,57.2614,2002,0,1,1,22,7.344279164130589
12.857645184135976,0,0.066132,9,115.2176,1985,1,2,3,39,6.93795310030846
11.5,0,0.072994847,6,189.253,1999,1,0,1,25,7.191633375482751
8.895,1,0.039008625,0,209.0296,1987,0,2,1,37,7.73413250676664
5.035,1,0.080072603,1,228.2036,2002,0,1,1,22,7.825940056019763
14.3,0,0.13030659,0,75.7328,1987,0,2,1,37,6.426265778944988
5.485,0,0.071557769,8,165.7842,1998,0,2,0,26,5.110686942623495
11.85,1,0.066132,0,51.2666,2004,2,1,1,20,6.016481009692307
8.18,1,0.082867689,5,58.5588,2007,0,1,1,17,5.146193631080405
16.5,0,0.028579565,13,90.3146,2007,0,1,1,17,7.845419482162116
15.15,1,0.012260981,13,131.7284,2004,2,1,1,20,7.078725654189542
17.7,0,0.116723677,13,182.4266,1999,1,0,1,25,8.54945606252133
16.35,0,0.090562192,9,198.211,1997,2,0,1,27,7.582794495492653
8.96,1,0.06893834,6,196.4768,1997,2,0,1,27,7.848542857944385
12.5,1,0.109971578,6,82.7592,2004,2,1,1,20,6.359425760819137
12.6,0,0.096407554,13,210.8612,2002,0,1,1,22,8.115215754306822
19.0,1,0.173154079,6,228.272,1998,0,2,0,26,6.11532684432894
7.645,1,0.066132,13,41.8112,1997,2,0,1,27,6.796639567241883
7.07,0,0.093653464,13,113.3834,2004,2,1,1,20,7.144420913454937
13.65,1,0.080968973,5,259.7936,2009,1,2,2,15,7.867080978943296
17.5,1,0.012620221,4,144.8102,1998,0,2,0,26,5.675452956535234
12.857645184135976,0,0.135075924,6,170.3106,1985,1,2,3,39,8.138042404607999
10.3,1,0.011143599,13,88.254,1999,1,0,1,25,7.025717854075907
19.35,0,0.026181893,6,167.0474,1997,2,0,1,27,7.765680864501566
20.0,1,0.066132,5,127.3678,1997,2,0,1,27,7.484564803820676
10.6,0,0.035336287,8,87.0224,2009,1,2,2,15,7.084321639693664
18.0,0,0.015450376,8,158.9604,1997,2,0,1,27,7.368089812824308
13.15,0,0.061381589,5,179.9976,1998,0,2,0,26,5.199036112454785
12.857645184135976,0,0.025841875,6,120.7414,1985,1,2,3,39,8.386239137456318
16.0,0,0.060971431,15,226.2404,2002,0,1,1,22,8.46080237936523
12.857645184135976,1,0.13956116,12,170.4764,1985,1,2,3,39,8.141925904634396
17.6,0,0.018982338,8,237.059,2009,1,2,2,15,7.950258485422204
13.3,0,0.009581155,13,64.951,1997,2,0,1,27,7.40520747578081
19.2,1,0.066132,3,153.3314,2007,0,1,1,17,8.088794937447911
10.65,0,0.024020078,6,57.2272,2002,0,1,1,22,7.068573282725524
13.8,0,0.097457483,4,55.393,2009,1,2,2,15,6.926257060545269
5.34,1,0.005997615,13,100.4358,2007,0,1,1,17,7.318564084075922
21.2,1,0.00704098,15,173.5738,1997,2,0,1,27,7.990967797537697
16.0,0,0.090480206,4,142.4154,2007,0,1,1,17,7.593583541483471
7.36,0,0.052418124,5,56.5588,2002,0,1,1,22,6.686638672027554
17.6,1,0.026827052,1,47.8402,1998,0,2,0,26,4.520487731315992
12.857645184135976,0,0.066132,4,89.1856,1985,1,2,3,39,7.654089799093104
12.85,1,0.066132,6,252.3382,1997,2,0,1,27,8.475209230407655
20.75,0,0.181958524,13,161.0578,1998,0,2,0,26,6.1766432683175525
14.7,0,0.072592873,6,48.5034,2009,1,2,2,15,6.774065245203343
17.6,1,0.076552407,10,110.5202,2007,0,1,1,17,6.109427122201752
9.1,1,0.081652352,1,177.0054,2004,2,1,1,20,7.650294728124552
12.857645184135976,0,0.037315469,0,50.0034,1985,1,2,3,39,7.597265554011487
7.05,0,0.085138334,13,108.6912,2002,0,1,1,22,7.178007123770986
20.2,1,0.121442754,13,94.9752,1999,1,0,1,25,7.202104675350046
17.1,0,0.038730229,9,166.2842,2004,2,1,1,20,8.47798277260997
12.857645184135976,0,0.053795154,13,117.7466,1985,1,2,3,39,7.254290428520617
12.857645184135976,1,0.026391403,3,92.812,1985,1,2,3,39,7.867080978943296
12.857645184135976,0,0.083536071,10,255.433,1985,1,2,3,39,9.129996318902682
18.6,0,0.076975118,13,161.8236,1999,1,0,1,25,7.384756865309519
12.857645184135976,0,0.158096128,9,86.3882,1985,2,0,0,39,4.45304645052046
19.1,1,0.025912378,6,146.8418,1999,1,0,1,25,7.476303397464541
9.6,1,0.022274264,1,101.699,2004,2,1,1,20,8.003954993064509
14.5,1,0.066132,6,169.6448,2004,2,1,1,20,7.62331814042635
9.195,1,0.04712061,5,53.1666,1997,2,0,1,27,6.6450896691146815
14.65,0,0.083488992,9,161.3552,1999,1,0,1,25,8.87459190537025
18.85,0,0.066132,7,162.0578,2004,2,1,1,20,8.073763253203433
12.857645184135976,0,0.159394437,11,105.6938,1985,2,0,0,39,5.367785591703195
12.857645184135976,0,0.090427268,7,126.2336,1985,1,2,3,39,8.06960524305477
12.857645184135976,0,0.021170542,0,117.6124,1985,1,2,3,39,7.719456575617313
11.3,1,0.054507422,10,96.3094,1987,0,2,1,37,6.501988825474008
4.92,0,0.046142232,0,199.1084,2009,1,2,2,15,8.468381363012137
8.75,1,0.07461309,6,187.4556,2004,2,1,1,20,8.230873390650892
12.857645184135976,0,0.066132,8,64.2168,1985,1,2,3,39,7.153314511180615
9.5,1,0.036921781,10,194.2452,1998,0,2,0,26,6.66310817461736
12.857645184135976,1,0.008525061,10,72.5038,1985,1,2,3,39,7.829124772087283
12.8,0,0.070012633,15,262.8252,2007,0,1,1,17,7.967480228255092
7.895,1,0.061124626,2,58.5588,1987,0,2,1,37,5.146193631080405
19.6,0,0.039544237,13,163.6526,1987,0,2,1,37,7.048532531842078
7.07,0,0.094201018,13,115.8834,2007,0,1,1,17,6.943750217992786
12.857645184135976,0,0.024387984,0,92.4462,1985,2,0,0,39,5.220855159849425
12.857645184135976,1,0.052791124,0,98.5384,1985,2,0,0,39,6.382205789150958
6.63,1,0.103935018,0,166.85,1987,0,2,1,37,8.58043086682076
16.1,1,0.159698192,5,32.0558,2004,2,1,1,20,6.926257060545269
20.35,1,0.014825605,6,233.2958,1997,2,0,1,27,8.344392027520819
16.2,0,0.044291251,5,43.3454,1999,1,0,1,25,6.22127542233832
12.857645184135976,1,0.087936752,6,115.9466,1985,1,2,3,39,8.32473184022203
19.7,1,0.16102755,3,254.1014,2002,0,1,1,22,8.485708014505875
10.0,0,0.025827199,3,263.2226,1997,2,0,1,27,8.216227656461237
12.857645184135976,0,0.118099673,9,262.891,1985,1,2,3,39,8.616642248783332
9.27,0,0.062038986,4,148.005,2009,1,2,2,15,7.494241098151208
7.895,1,0.095102092,2,104.4332,2007,0,1,1,17,7.962391158747621
12.857645184135976,1,0.06216667,13,112.3518,1985,2,0,0,39,6.526657071889503
12.857645184135976,0,0.106876976,13,146.7076,1985,1,2,3,39,8.25400796605255
16.0,1,0.065431917,4,76.1986,2007,0,1,1,17,7.533461811304489
14.3,1,0.034404732,0,98.1726,2004,2,1,1,20,6.193104545371624
12.857645184135976,0,0.116928924,5,183.3292,1985,2,0,0,39,5.899509333106803
20.0,1,0.066132,6,46.4744,1998,0,2,0,26,3.8127417513348942
5.03,0,0.008644894,9,122.6756,2004,2,1,1,20,7.888283186593899
19.6,0,0.042324556,8,150.9024,1998,0,2,0,26,5.715726855673173
15.35,1,0.055103174,10,149.7734,2004,2,1,1,20,7.944844796785347
13.6,1,0.043618827,6,156.7946,1987,0,2,1,37,7.951665945190084
8.97,0,0.093203257,9,52.7956,2002,0,1,1,22,6.944392272589481
19.2,0,0.100482186,5,111.8886,2009,1,2,2,15,7.419278059677753
11.5,0,0.020960615,8,133.2942,1987,0,2,1,37,7.882271144437271
5.365,1,0.141033536,12,173.6764,2007,0,1,1,17,6.755631543514506
15.1,0,0.056067524,9,139.8496,2009,1,2,2,15,7.147044898167019
12.857645184135976,1,0.172629683,10,148.4708,1985,1,2,3,39,8.232644870299275
9.0,1,0.069031467,2,55.0614,1987,0,2,1,37,6.091516195635221
12.857645184135976,0,0.143592939,0,37.3164,1985,2,0,0,39,3.653677056705207
20.25,0,0.036319195,4,219.3482,2004,2,1,1,20,8.524786012853308
8.655,1,0.08819473,13,119.6756,1997,2,0,1,27,7.792973006789574
6.67,1,0.090456903,13,131.2626,2007,0,1,1,17,7.649026497136557
12.857645184135976,0,0.045002624,9,196.5084,1985,2,0,0,39,5.290327532664192
17.75,0,0.034746076,4,248.275,2004,2,1,1,20,6.906454433249089
5.15,1,0.06117708,10,121.8388,1997,2,0,1,27,8.077077257893471
12.857645184135976,0,0.152632413,4,98.441,1985,2,0,0,39,4.569967788579362
17.7,0,0.066132,4,182.5292,1987,0,2,1,37,7.914412353649068
10.5,1,0.142827296,1,159.4578,2002,0,1,1,22,8.022469958815883
9.8,1,0.056500895,1,85.8908,2002,0,1,1,22,7.520558406468582
16.7,1,0.062395455,13,57.6562,2007,0,1,1,17,6.2790949932271465
18.0,0,0.039231652,13,145.1418,2007,0,1,1,17,7.881768505572705
17.7,0,0.029914022,13,166.2816,1987,0,2,1,37,7.830713334772421
15.5,0,0.103603094,13,143.547,1999,1,0,1,25,7.266457167280496
8.96,1,0.069078149,6,197.7768,2002,0,1,1,22,8.05618222272263
12.15,0,0.011314423,11,122.973,1998,0,2,0,26,4.813589871237112
